Column1.1.1,Column1.1.2,Column1.1.3,Column1.1.4,Column1.1.5,Column1.1.6,Column1.1.7,Column1.1.8,Column1.1.9,Column1.1.10,Column1.1.11,Column1.1.12,Column1.1.13,Column1.1.14,Column1.1.15,Column1.1.16,Column1.1.17,Column1.1.18,Column1.1.19,Column1.1.20,Column1.1.21,Column1.1.22,Column1.1.23,Column1.1.24,Column1.1.25,Column1.1.26,Column1.1.27,Column1.1.28,Column1.1.29
19,4384,276077,1623,217,4868,16433,1494,703,11212,19452,21091,847173,205193,8385,159369,157684,17119,131963,196868,52,50,6296985,852705,50,1,15712,26,1
19,3799,253805,179,2569,537,18541,1657,9616,13721,17217,28849,850098,213364,8527,147358,149682,1134,132838,182097,68,67,6681256,619963,6383,0,0,26,1
19,4598,298098,2097,2034,6291,14236,1349,6636,8951,9433,19908,842621,215902,8156,157746,153994,16254,129038,203946,53,51,648268,75945,54321,1,14808,26,1
19,5468,357856,2274,2815,6823,13941,1401,5681,9141,18901,17044,778722,334574,6306,146313,1531,15666,131439,201356,53,50,6544845,820972,42623,2,31372,26,1
19,2425,15466,1024,1236,3073,1013,957,4039,7681,10824,12116,922154,9521,12267,159894,156824,12725,130993,18622,46,45,6376974,608686,34694,0,0,26,1
19,283,173016,1257,1298,3772,12224,1072,5454,9473,10262,16361,883711,158089,10101,162187,16385,17854,13027,199856,60,57,6112892,681087,31746,1,15254,26,1
19,3437,230195,1804,2243,5413,17754,1493,8203,11042,1165,24608,86634,184974,9835,141839,147767,13277,133969,189415,46,45,6698526,713285,58667,0,0,26,1
20,5550000,372,3300000,3300000,9890000,49690000,4250000,26000000,29100000,40520000,77990000,9731270,280830,165060000,1502440000,1494590000,26660000,1433180000,1542030000,820000000,810000000,66915,1235,0,0,0,1,
20,4730000,303,2810000,3400000,8430000,52300000,5290000,26820000,27920000,28930000,80460000,9452140,752760,165450000,1562100000,1561080000,8370000,1544470000,1572100000,340000000,330000000,64119,629,0,0,0,1,
20,5270000,355,2850000,2710000,8540000,53360000,5140000,26750000,33380000,44850000,80240000,9611980,498090,162610000,1488960000,1487360000,20250000,1436940000,1521680000,1460000000,1450000000,67237,988,0,0,0,1,
20,7200000,458,4460000,4790000,13370000,39620000,3490000,21420000,24950000,31680000,64250000,9772400,345420,220300000,1564810000,1571900000,30020000,1522410000,1622130000,810000000,800000000,63673,1390,0,0,0,1,
20,3040000,182,1390000,1620000,4180000,27790000,2680000,11820000,15470000,28860000,35470000,9910100,91760,229530000,1673690000,1671910000,32510000,1566900000,1726430000,1640000000,1630000000,59835,1217,0,0,0,1,
20,2700000,156,1120000,1390000,3370000,26400000,2460000,11520000,15680000,26160000,34560000,9934410,67060,251760000,1738210000,1732450000,27020000,1622370000,1766050000,1700000000,1690000000,57741,964,0,0,0,1,
20,685,29414,279,25,837,4849,562,2192,295,3847,6577,960119,4774,16858,235735,23296,6934,215861,242426,136,134,4293743,137256,3333,0,0,46,1
20,627,26961,347,282,1042,4373,409,2059,2707,3712,6177,979693,2241,19001,232356,2326,4897,210162,239093,93,92,4302483,107098,0,0,0,46,1
20,1565,66703,802,826,2405,5264,591,2441,3241,4102,7323,950794,68898,17689,238077,234752,11665,182599,245353,110,109,4261135,276834,0,0,0,46,1
20,2242,108286,1117,1333,3351,14047,1361,5444,8865,16872,16333,88121,152342,10157,207012,206987,7006,194846,219515,49,47,4829565,209693,35135,1,4175,46,1
20,5239,255633,2502,236,7506,20677,1846,9433,16135,14166,283,792196,31361,7272,201105,202988,986,187843,219563,33,31,4879364,362321,52174,1,28348,46,1
20,6125,285031,3528,3448,10583,14601,1261,8135,10196,14238,24405,832437,224952,7774,215931,216255,9239,201234,228753,32,31,465385,318291,69565,0,0,46,1
20,2945,145629,1391,1429,4173,11288,1039,5874,717,10094,17623,839156,252819,9524,201161,201516,6804,192224,226412,61,59,4945188,219066,45455,0,0,46,1
20,2358,122085,1179,1482,3538,10476,991,4024,5711,8629,12071,875342,168096,10286,199355,194283,1239,167687,204311,43,42,5177419,393203,54902,0,0,46,1
20,2188,110034,1047,1385,3142,13608,1361,625,8799,14874,18749,852959,197821,8424,1897,197957,23096,167067,233863,80,78,5028308,657763,46753,1,24219,46,1
20,2916,141184,1427,1679,4281,10877,1097,4811,6394,12689,14434,864684,214467,10735,201524,206866,19683,171897,238411,102,100,4841746,533344,34247,1,9771,46,1
20,2556,121347,1226,1296,3678,13572,1134,6626,8282,12563,19879,83495,237867,8367,214141,209669,20892,172933,234971,50,48,4747088,506188,61111,1,23305,46,1
20,4043,191707,2037,2071,6111,19178,1621,7517,13578,19337,22551,811871,331814,7531,196329,208895,22632,183487,2444,47,44,4741695,530119,72619,1,24498,46,1
20,5878,335955,2653,4023,796,13519,1193,7343,7767,8843,2203,710882,544463,4633,177356,175218,16817,14281,208705,39,38,571531,686655,53488,0,0,46,1
20,2367,101951,1122,1113,3366,10712,1046,4579,6311,9985,13736,829672,269426,8828,223171,231763,33296,178371,295429,184,178,4307138,621805,5407,5,46287,46,1
20,1598,80526,777,88,233,16387,1464,7819,10034,18353,23458,905634,122501,11774,200918,198837,23917,138593,254273,226,225,5039871,662897,0,0,0,46,1
20,2075,101667,884,927,2653,10562,1094,4621,6467,9947,13863,860193,201999,10067,205252,203586,22636,154003,248304,143,139,4898567,572729,47445,3,3489,46,1
20,2947,136886,1491,1331,4474,12129,1135,5842,7899,9741,17526,826556,25975,8448,207738,215259,26431,176842,266324,133,127,4645121,575626,52174,4,34002,46,1
20,6736,334369,3084,4667,9251,18874,1531,6585,12025,1129779167,19756,719497,447743,468,201786,202329,22631,167239,235385,31,28,4963605,765891,52941,1,19487,46,1
20,4238,272641,2022,1933,6067,16509,1514,6857,11132,19486,20572,776926,34096,6735,182921,164211,47241,76326,209549,66,65,6433521,2622383,21818,0,0,46,1
20,2101,112491,1043,977,3129,11999,1187,553,7263,13036,16591,854202,198172,892,18535,187324,12946,162509,210817,55,53,5354351,437881,41176,1,29247,46,1
20,1801,101099,845,962,2534,11123,1026,5284,6827,8722,15853,820162,255108,7392,176328,177932,11596,158083,202573,61,59,5612618,47509,23913,1,14436,46,1
20,1909,102513,786,577,2357,8885,833,4256,546,589,12768,839715,21383,7968,188138,187136,11555,168015,209393,40,38,536988,366205,62295,1,35053,46,1
20,1992,11774,911,866,2733,19904,1713,11212,10396,1129779167,33637,701304,436666,377,169638,170269,3876,164103,178444,18,16,5909778,158382,71111,1,54629,46,1
20,1845,99633,1073,1096,3219,11451,1052,5815,6652,10227,17445,876143,152022,9173,183234,185522,7757,168042,207612,59,58,5399179,237548,19512,0,0,46,1
20,2345,127069,937,1173,2811,12952,1167,5976,8343,11774,17929,803866,272088,6612,180682,187885,18346,161786,227605,68,66,541777,712008,38983,1,12203,46,1
20,3515,2014,1618,2088,4855,10881,1013,5124,7445,1002,15372,840144,232555,8503,173556,174634,12002,143253,201873,74,72,5730001,509768,32258,1,3547,46,1
21,1610000,105,650000,960000,1940000,47730000,4300000,23110000,31090000,43990000,69340000,9853720,149150,187590000,1529010000,1529270000,10640000,1492320000,1552700000,1510000000,1500000000,65381,477,0,0,0,1,
21,1540000,107,500000,820000,1510000,45450000,4220000,22410000,24920000,45300000,67220000,9886680,114960,199680000,1439890000,1442260000,12290000,1420620000,1471440000,1420000000,1410000000,69336,594,0,0,0,1,
21,1440000,96,610000,800000,1830000,46430000,4220000,21270000,27790000,45200000,63810000,9869010,133130,193120000,1499220000,1497720000,11300000,1468870000,1518180000,1480000000,1470000000,66774,521,0,0,0,1,
21,1240000,75,480000,660000,1430000,20990000,1820000,10220000,14790000,18200000,30670000,9975320,24750,266940000,1667770000,1666670000,8230000,1641880000,1681900000,1630000000,1620000000,60000,304,0,0,0,1,
21,1220000,68,560000,700000,1690000,18550000,1660000,7540000,10780000,21750000,22610000,9969630,30500,258960000,1804910000,1808600000,12460000,1787130000,1838360000,1770000000,1760000000,55293,385,0,0,0,1,
21,1630000,87,810000,1010000,2420000,20610000,1790000,9010000,11670000,21470000,27030000,9935020,65460,221350000,1874240000,1876780000,14280000,1855800000,1931640000,1840000000,1830000000,53283,415,0,0,0,1,
21,792,76198,411,333,1234,4136,391,2202,2552,3181,6607,972431,35008,18596,103774,103862,173,98743,110597,147,146,9623447,203128,0,0,0,1,0
21,4,37909,204,228,613,11598,1019,5521,7922,10267,16564,911465,110158,124,105271,1055,1083,103224,108389,105,104,9477559,101008,101,0,0,1,0
21,813,74364,434,437,1302,1738,1473,8595,10105,10285,25785,866896,196358,10686,108954,109202,1316,107359,113089,62,56,9150303,122857,15625,4,19634,1,0
21,17,171854,789,929,2367,7283,723,264,3281,664,7921,905239,127654,12291,100527,98816,4838,87466,106806,38,37,10108823,494264,7317,0,0,1,0
21,1528,159255,596,698,1789,8213,902,2992,4054,6916,8976,904242,126948,11863,97658,96255,6928,75054,107295,41,39,10419266,823139,32787,1,27488,1,0
21,1522,144552,549,575,1648,961,1015,2138,4271,8433,6413,816023,343498,8402,9955,12206,75957,91917,363929,26,23,9497406,2224491,52,1,4646,1,0
21,766,77765,406,276,1219,83,786,4937,4486,4665,14812,93319,82801,13278,98986,98472,1504,95854,100439,31,30,10149925,176985,0,0,0,1,0
21,1532,150993,781,428,2343,8817,821,4516,5709,6949,13547,909159,123802,12088,101464,100891,2616,96108,104826,39,38,9858913,401587,31579,0,0,1,0
21,128,13067,385,417,1154,8875,894,3252,4927,1022,9755,902129,123798,11033,99664,98148,5759,81429,11045,59,57,10208898,656585,24359,1,25947,1,0
21,1285,13335,58,788,1739,12083,12,5417,7111,882,16252,908347,113457,11787,98181,96565,4182,84004,10182,57,56,1037879,485467,0,0,0,1,0
21,1515,152179,452,437,1356,12568,1115,6326,7796,10605,18978,890155,153978,11146,100134,98998,5988,75195,106458,38,36,10043544,519811,27451,1,28264,1,0
21,2278,193837,871,662,2613,1494,1296,6622,892,14234,19867,857823,197776,9262,112898,118044,53761,89852,454389,55,52,8510144,2157003,20,1,20832,1,0
21,1637,168237,583,806,1748,11978,1152,5835,6636,11469,17506,86512,195631,10141,99828,96646,7937,80195,109839,25,24,10277487,87298,0,0,0,1,0
21,293,238491,954,1295,2863,1404,1259,5744,8501,1132,17232,797529,302723,7031,117322,123701,33689,92623,278114,97,90,8139828,1657359,53216,6,56711,1,0
21,2814,260328,1449,1654,4347,13057,1244,5475,8373,16411,16424,808247,295308,7505,108612,108047,7837,76845,130184,190,184,9249949,654489,6452,5,7765,1,0
21,3587,293189,1855,2024,5566,18423,1598,9394,109,19768,28182,80864,280046,7333,108129,125071,73597,98407,446583,120,114,8173745,2569851,28671,4,22623,1,0
21,418,305773,1559,1733,4676,16048,1425,7112,10561,1269,21335,761905,371037,5871,11801,140312,90985,95817,497042,106,92,7315132,2820328,54974,8,52766,1,0
21,3575,336191,1264,1124,3793,10458,831,6216,8278,120832,18649,774205,351869,6239,101932,103888,4246,100644,111694,11,10,9404307,838474,67742,0,0,1,0
21,27,267181,1655,1587,4966,17929,1533,9825,976,7311,29475,790407,307633,6579,100806,100938,4416,93176,112976,44,43,9895656,448832,4444,0,0,1,0
21,3245,261832,1683,1526,5049,14061,1242,7056,8881,11097,21169,826477,23005,756,100612,136511,10548,93441,459052,58,46,8068078,3286364,20408,3,1949,1,0
21,3457,333066,1905,1819,5716,13491,1294,4946,7045,18514,14839,774185,338424,5974,103572,103336,6934,90563,116522,40,38,9633842,715205,8889,1,17119,1,0
21,2809,266956,1005,909,3016,12772,1191,4768,7495,23135,14303,785722,316468,6521,106337,104642,13251,74798,121412,35,33,9504123,1266213,41818,1,23644,1,0
21,3772,345458,1389,1932,4167,13256,1325,4097,8447,28279,12291,782102,367218,6667,113276,109748,884,92424,12072,37,35,9158136,96623,41509,1,38756,1,0
21,2313,222724,877,1234,2631,14134,1175,7881,10848,13302,23644,808265,246094,6516,101761,103602,11107,87167,124421,35,34,9627643,995746,0,0,0,1,0
21,3132,279958,1832,1433,5497,15329,1276,82,10684,9746,24599,789169,293704,6355,111102,111686,6458,100526,126713,50,48,8938307,567785,6522,1,5878,1,0
21,2228,218343,852,789,2557,17611,1492,9189,1335,17823,27568,788648,295913,6128,98465,101291,9683,88144,116508,19,18,9798966,974251,52174,0,0,1,0
22,2980000,228,1480000,1650000,4450000,71060000,6220000,40970000,37880000,60670000,122920000,9581050,439410,138290000,1311430000,1310330000,15740000,1277510000,1348440000,1290000000,1280000000,76328,936,0,0,0,1,
22,2100000,158,1010000,1230000,3020000,49180000,4380000,26880000,27350000,44410000,80640000,9682290,329200,150730000,1324980000,1326970000,13010000,1309050000,1351530000,1300000000,1290000000,75360,745,0,0,0,1,
22,3360000,250,1760000,1960000,5280000,71820000,6350000,39010000,42880000,61710000,117030000,9544960,480250,134900000,1340840000,1341170000,12890000,1307290000,1366430000,1320000000,1310000000,74563,745,0,0,0,1,
22,2570000,161,920000,1160000,2760000,62040000,5930000,25230000,40430000,62070000,75690000,9885960,116230,206230000,1589130000,1593800000,21570000,1542730000,1638850000,1570000000,1560000000,62755,860,0,0,0,1,
22,2380000,148,1140000,1240000,3410000,42360000,3740000,19410000,29780000,36400000,58230000,9940170,60250,226490000,1605380000,1603630000,14260000,1569300000,1628460000,1570000000,1560000000,62359,570,0,0,0,1,
22,2120000,128,870000,1000000,2610000,44520000,3880000,19870000,30670000,43080000,59610000,9946570,53810,238470000,1656470000,1655330000,20690000,1605640000,1685180000,1630000000,1620000000,60407,766,0,0,0,1,
22,418,3011,169,16,507,348,399,186,2282,2818,5581,972584,33262,18866,139803,138575,7383,83029,209667,665,664,7208077,442211,0,0,0,1,0
22,341,25004,165,167,495,2981,273,1514,1908,235,4543,982228,26979,21425,137223,136322,4506,100114,140178,602,598,7333225,244557,225,2,985,1,0
22,567,41727,285,269,855,5786,541,301,3654,4681,903,937763,10266,16849,135742,135975,3317,122999,143743,574,561,7353188,184084,6167,6,7498,1,0
22,794,65954,183,311,548,6297,559,3008,3484,2829,9023,926966,130249,15266,120408,12014,2381,114608,122706,17,16,8307565,151261,7143,0,0,1,0
22,4357,383014,1655,2204,4964,10404,1052,3268,6154,3541,9803,797373,30593,8235,115196,114082,12418,91826,138792,35,33,8790295,955462,225,1,24013,1,0
22,2468,183887,811,769,2433,15506,1238,7096,9991,2789,21288,799428,296391,8002,114507,144857,68724,112914,310095,30,27,7449761,2114714,25714,1,17442,1,0
22,1339,121894,341,4,1023,8233,729,382,5506,6473,11461,937037,7989,14147,110259,109852,4093,99936,115476,26,25,9105355,36075,0,0,0,1,0
22,1412,127262,548,697,1645,6879,661,2074,3069,7347,6223,9327,81707,13444,112925,1113,5692,9921,118365,34,33,9010398,498453,30233,0,0,1,0
22,2657,198179,1015,815,3044,9967,1048,4462,4723,9408,13387,877061,172602,112,104806,139532,10917,93072,494688,51,46,7460011,335235,16279,2,16623,1,0
22,1812,172962,399,738,1196,10234,1068,4424,5333,6541,13272,926981,92302,13765,102457,105449,8062,87502,117738,44,43,954538,825057,0,0,0,1,0
22,4183,297407,974,1446,2923,8991,781,3361,4689,12834,10082,819814,272323,8615,114499,150594,116633,86629,480176,38,32,7110037,3635531,47692,1,17193,1,0
22,1122,107604,245,105896,735,10923,1039,3722,551648,1048536,11165,67768,557162,3792,103888,104105,1741,102283,106362,5,4,9594287,144299,81356,0,0,1,0
22,1982,178631,581,781,1743,12403,1195,5887,10917,5717,17662,897049,125652,11029,111373,111043,3965,99824,115588,20,18,901183,352004,5556,1,9509,1,0
22,5342,310772,2404,2975,7212,16878,1543,5492,798,31659,16475,765611,378796,6692,122421,185702,139647,95853,495831,150,126,5817646,3315814,45283,6,18337,1,0
22,1924,167343,779,988,2336,12572,116,5073,7882,15069,1522,873727,189651,10979,116195,115025,7593,92818,131351,160,156,8696105,614128,5479,3,6704,1,0
22,2481,202288,986,1098,2958,13354,1318,4899,7281,1629,14696,826996,255059,8877,118507,127638,55745,97024,444089,127,115,8153334,1581764,32738,6,39971,1,0
22,2345,175396,951,743,2854,1208,1238,5779,7678,10553,17336,80003,323474,8425,128036,137525,63094,99039,479372,103,92,7479142,2048267,4908,7,48009,1,0
22,244,150982,937,627,281,6289,756,2637,3687,6569,7911,832804,227446,8446,115156,166181,124457,111666,447522,23,20,618763,3155383,54545,1,17153,1,0
22,1661,149737,776,96,2327,10842,887,488,5373,63,1464,868938,184686,10049,109028,110949,6365,103041,123402,43,41,9016481,518399,14634,1,6371,1,0
22,2725,234845,1423,1731,427,14471,1299,5795,5826,18267,17385,814717,304536,8306,106727,118709,56247,103356,454117,48,43,8619704,1848841,24,2,23615,1,0
22,2211,211965,77,1265,231,9727,994,3411,5616,8973,10233,897574,119722,10572,101418,104517,10753,86428,127716,42,41,9586827,983441,7143,0,0,1,0
22,3194,220372,1522,1734,4566,13161,1352,4146,605,22983,12437,805645,31696,8302,108551,144535,115065,87956,484366,47,43,6900359,3540767,27083,2,29975,1,0
22,3646,250388,2158,2534,6474,9197,1035,2747,4584,8944,8242,798322,326042,8068,111313,149615,105825,101705,451872,57,50,6867977,3179081,31481,3,32939,1,0
22,1495,136032,445,628,1335,8197,735,3906,4509,10496,11719,941525,63372,12821,10491,109507,9715,97371,132768,33,32,909761,822208,0,0,0,1,0
22,2439,195369,985,1578,2955,758,849,3167,4127,442,9501,879414,153018,995,110157,121779,59608,98561,457464,47,44,8010956,241736,10,2,13136,1,0
22,1456,128749,427,856,1281,10357,958,4715,5609,9182,14144,861964,219805,10247,114272,112896,4736,97643,117253,27,25,8845288,379443,30556,1,4442,1,0
23,10050000,1005,6140000,4580000,18410000,90430000,8130000,51630000,42310000,76440000,154890000,9437060,645070,143560000,995640000,999670000,16610000,978300000,1039430000,990000000,980000000,100038,1788,0,0,0,1,
23,12120000,1201,7870000,5630000,23610000,102160000,9000000,61420000,48240000,72350000,184250000,9219350,866890,113030000,1007700000,1008890000,9420000,988930000,1030160000,990000000,980000000,99128,1140,0,0,0,1,
23,6010000,604,3570000,3130000,10710000,80860000,8320000,42910000,32780000,51380000,128740000,9548350,515590,165090000,995120000,994010000,11710000,966240000,1019840000,990000000,980000000,100610,1260,0,0,0,1,
23,6290000,626,3040000,3140000,9120000,74970000,7010000,31200000,37240000,83100000,93590000,9598160,445680,153950000,986110000,1001340000,167110000,910080000,2486590000,850000000,830000000,99444,11651,82470000,10000000,75970000,1,
23,4580000,451,2580000,2530000,7750000,73990000,7710000,35870000,37810000,68530000,107610000,9768180,241310,177920000,1012530000,1015100000,20780000,968270000,1065590000,1010000000,1000000000,98518,2047,0,0,0,1,
23,4900000,488,2500000,3100000,7490000,65600000,6270000,37480000,32820000,52290000,112450000,9712590,304540,172880000,1008030000,1004080000,15230000,965590000,1032270000,990000000,980000000,99621,1581,0,0,0,1,
23,2531,136465,1306,1483,3917,10218,116,4775,6379,11033,14326,890721,149084,10944,177621,186557,2985,155888,263471,126,124,539255,777644,1449,0,0,1,0
23,1506,7965,858,878,2574,8226,761,4348,5512,6685,13045,955912,57285,16264,187626,189089,7882,177957,234059,184,182,5287109,218753,0,0,0,1,0
23,814,41103,442,476,1326,6093,557,314,3876,5088,9421,98242,18011,18044,196089,198058,7041,189397,22403,212,211,5046949,181374,0,0,0,1,0
23,2391,123527,1232,1208,3697,13388,1241,5983,8432,13778,1795,930703,80955,1229,190945,196861,36839,176631,425526,89,85,516533,507355,16071,1,9093,1,0
23,3994,210057,2301,2199,6903,11037,1114,5373,6933,9265,16119,89247,142032,1082,178578,189474,18953,162685,219324,77,75,5258751,56833,31667,1,8642,1,0
23,4443,181787,2259,3033,6777,16977,152,6455,12059,22956,19365,853757,209938,9447,19437,241416,91195,17832,49835,91,86,4091892,1375305,50,3,33716,1,0
23,1156,59708,575,556,1726,10083,93,4557,6695,9681,13672,943044,66615,13552,18777,193736,13595,179758,222045,56,55,5166558,353449,31915,0,0,1,0
23,3405,164871,171,161,513,18944,1579,8982,14641,9558,26945,888782,138892,10006,189161,204475,59692,167467,489661,59,57,4841848,1101343,61446,1,59733,1,0
23,2482,138359,1341,1468,4024,12535,1206,6415,7133,12721,19246,843202,249156,8738,173283,178346,20358,152134,234738,104,101,5575139,632567,10769,2,10872,1,0
23,2712,131173,1466,1246,4398,18475,1556,8591,10269,11836,25772,862948,209983,9789,188148,216476,87404,168158,492334,129,119,4836344,1255949,16216,1,3354,1,0
23,5369,206175,243,2814,7291,16437,144,7644,8844,1483,22932,78703,337376,7198,19436,274374,13248,176717,490165,158,132,3840433,159797,35227,3,972,1,0
23,2715,138169,1376,1513,4128,11251,1144,47,6474,9581,14099,878536,160955,10226,194158,196241,13165,157286,220081,92,90,5088661,386515,23077,1,18074,1,0
23,3382,200804,1695,1661,5084,14309,135,7393,9268,159,22178,892806,136794,10514,1722,172858,21139,132519,213284,60,59,593695,971413,17021,0,0,1,0
23,3898,210401,1986,1942,5959,17217,1348,8356,1256,19322,25069,793277,309076,6713,181153,185263,25869,135297,244773,143,138,5398062,783877,50,4,23656,1,0
23,1707,103921,889,99,2668,10684,1125,4961,6596,10937,14883,866021,183733,9471,163848,164034,7431,145917,190529,160,158,608971,314803,17647,0,0,1,0
23,3059,183496,1727,1657,5182,16194,1392,8352,10812,15,25056,806728,270491,6838,161585,166571,13707,149216,201852,133,130,5999328,501553,35484,2,11849,1,0
23,365,206991,182,2202,5459,15419,136,7416,10614,10589,22249,750487,38785,5441,167095,172452,4221,70502,455921,116,105,5671143,800267,5375,6,27141,1,0
23,326,231161,1657,2007,4971,1348,1199,7912,11321,16641,23736,813779,266914,7416,139757,140577,6926,132405,166957,45,43,709089,417095,49231,1,4951,1,0
23,21,13779,1194,98,3581,11456,1038,4555,6555,12232,13666,901622,127146,11728,147205,151388,12937,137777,198865,66,65,6561445,598949,10638,0,0,1,0
23,3958,255022,2081,2245,6242,20869,1777,12227,14786,19005,36682,772669,363178,6514,147261,155248,14245,139361,186771,58,56,6443985,678199,33929,1,11513,1,0
23,3042,198458,1758,1808,5273,14152,1344,4685,8694,23549,14054,821475,258642,8199,150708,153322,12999,137783,179733,68,67,6523014,554598,39189,0,0,1,0
23,6314,413379,3715,4214,11146,16938,1497,8314,968,13551,24943,7344,43643,5349,142655,151378,19047,127725,188951,56,53,6547248,939551,47692,2,44554,1,0
23,4403,272065,2259,2328,6777,15825,1296,668,10222,15414,20041,785941,299175,612,158781,161447,19114,136192,196619,49,47,6179069,802143,46429,1,31932,1,0
23,2915,203013,1587,1366,4761,8984,935,4274,4952,7763,12823,866067,206522,11483,141651,142881,5246,136597,157534,56,54,6964561,357187,50602,1,5902,1,0
23,2716,181273,1456,1808,4369,11393,1132,5053,6823,12107,15158,825274,278135,8417,149573,150832,8959,13827,181634,75,74,6673432,458118,35135,0,0,1,0
23,1831,126766,851,1005,2553,11747,1088,5178,69,816,15533,863939,220077,10774,140926,144605,9351,137553,171637,50,49,6921858,420417,47692,0,0,1,0
24,5820000,486,2650000,3440000,7960000,98900000,9040000,58470000,53630000,57300000,175400000,8769820,1608420,94620000,1416130000,1206550000,306770000,758440000,1462390000,1160000000,1140000000,83465,24392,41240000,10000000,33280000,1,
24,4380000,290,2450000,2570000,7340000,76340000,7270000,42000000,51000000,55330000,126010000,9523240,506600,134730000,1502740000,1509050000,25430000,1474600000,1574380000,1490000000,1480000000,66264,1124,0,0,0,1,
24,2890000,195,1610000,1810000,4830000,74410000,6970000,43190000,47800000,47510000,129580000,9513170,515380,132690000,1478130000,1479490000,9910000,1462240000,1499970000,1460000000,1450000000,67584,478,0,0,0,1,
24,3230000,214,1540000,1950000,4630000,77440000,6890000,42030000,52870000,56520000,126080000,9662130,351510,148460000,1503030000,1508990000,19820000,1478300000,1569560000,1480000000,1470000000,66267,885,0,0,0,1,
24,6020000,393,3530000,3770000,10580000,126820000,11250000,69240000,93090000,82590000,207720000,9380990,665050,120930000,1530800000,1531040000,13550000,1503810000,1561780000,1510000000,1500000000,65311,649,0,0,0,1,
24,5900000,376,3530000,3700000,10590000,88640000,7820000,46420000,70010000,60940000,139270000,9720980,288020,156850000,1568780000,1569730000,15920000,1526800000,1599660000,1550000000,1540000000,63718,711,0,0,0,1,
24,553,51721,212,215,637,4055,4,1787,2611,4197,5362,972744,36182,19158,105033,107062,6202,90259,120752,258,257,9347647,544454,0,0,0,1,0
24,806,75251,149,259,448,5459,637,1802,321,6291,5406,942453,82543,18577,107563,107161,9017,80223,119053,95,94,9334993,879367,2222,0,0,1,0
24,482,40024,142,151,426,536,506,1731,2838,6808,5194,962749,60125,19339,119563,120321,9319,97302,134813,167,165,8295369,628894,725,1,1436,1,0
24,2036,176739,828,1229,2485,8123,906,3999,5369,7726,11996,8952,147482,12497,116783,115281,6748,105004,123134,43,42,868239,546249,26531,0,0,1,0
24,2574,229516,1089,1401,3268,11389,1144,5026,7266,8849,15078,877619,174585,10143,111887,112025,7991,9184,125471,55,53,8916506,762781,26562,1,25493,1,0
24,2084,187358,712,1074,2135,11716,1292,4578,6886,931,13735,84814,219041,9659,110088,111238,5408,104201,119874,46,44,898955,463398,2439,1,423,1,0
24,2054,195365,802,655,2407,18905,1546,10413,10048,13921,31238,807475,285167,6961,107416,10438,7312,88615,11189,32,31,9513337,7469,38298,0,0,1,0
24,1353,122889,237,339,712,8809,816,29,4838,12281,8699,9008,140774,1267,111462,109614,61,94052,115652,26,25,9085624,513916,21951,0,0,1,0
24,166,164668,419,621,1256,9641,919,3685,5818,13621,11056,849209,227674,8974,102072,101004,7452,76561,109084,49,47,9921499,837443,2459,1,1408,1,0
24,1756,172668,545,773,1634,13799,1347,4031,574,18504,12094,870515,184644,997,104175,101588,9461,80255,116095,64,62,9831926,966134,4545,0,0,1,0
24,2754,262365,85,937,2551,15908,1416,7431,11219,27516,22294,856685,194424,9032,108975,105932,7741,88576,114236,40,39,9525518,938347,42857,0,0,1,0
24,1259,115964,428,52,1285,15641,1384,5747,9716,21973,17242,856892,224853,9731,103469,10862,13787,92254,130595,57,55,9208963,1157463,27397,1,13891,1,0
24,1173,108515,234,407,702,12739,116,3325,6039,13134,9974,898713,134098,11245,110148,10749,6274,94804,114104,21,20,9254432,523387,42105,0,0,1,0
24,2412,195522,1106,1416,3319,1677,152,6986,10826,20454,20958,825335,263076,8417,118955,123331,1281,94061,143057,127,120,8105511,858154,21678,4,25302,1,0
24,1174,100405,377,513,1132,9812,105,3432,5833,116,10296,912083,116485,124,118293,11706,10301,86094,132562,134,133,8549214,79365,877,0,0,1,0
24,2049,173663,823,106,2468,12171,1156,4084,7277,18119,12253,864527,190687,9817,117686,118227,8708,95108,136661,108,105,8473845,610996,13333,2,9984,1,0
24,2663,239503,1062,1096,3186,13399,1282,5207,7807,16517,15622,83581,236045,8602,109187,111203,11829,74956,135761,124,116,8994328,1049199,23404,6,18385,1,0
24,1329,11934,625,842,1875,11607,1105,4752,7551,9709,14255,874438,168939,9709,11205,111652,2325,106009,115464,54,52,8978799,222473,5882,1,4157,1,0
24,1182,107156,492,639,1475,8883,907,2481,467,10834,7442,949491,5716,14469,11057,110578,3025,104753,116456,75,74,906587,272044,0,0,0,1,0
24,1448,131702,546,636,1639,10698,1082,3331,5883,11493,9993,883389,16862,1082,110758,109929,5018,101205,118203,56,53,9093978,437622,11111,2,11126,1,0
24,1035,95705,408,442,1224,1429,1494,4324,5712,21921,12971,912061,112829,1164,108696,108064,3493,100717,113742,70,69,9245052,310785,0,0,0,1,0
24,2189,181121,1044,1101,3133,13847,1387,5257,7506,15901,1577,859614,216823,9905,110033,122703,72642,100408,485968,67,63,8273418,2405881,14516,1,12285,1,0
24,2565,207841,1252,1426,3757,14564,128,4556,5979,15346,13668,875053,169113,10128,109173,122876,68851,103635,492494,73,69,8103957,2505239,31325,1,18569,1,0
